fips2000,fips2010,fmr2,fmr0,fmr1,fmr3,fmr4,State,Metro_code,areaname,county,CouSub,countyname,county_town_name,pop2010,state_alpha,fmr_type,metro
0100199999,0100199999,788,565,647,1029,1336,1,METRO33860M33860,"Montgomery, AL MSA",1,99999,Autauga County,Autauga County,54571,AL,40,1
0100399999,0100399999,873,719,754,1272,1472,1,METRO19300M19300,"Daphne-Fairhope-Foley, AL MSA",3,99999,Baldwin County,Baldwin County,182265,AL,40,1
0100599999,0100599999,636,472,475,789,872,1,NCNTY01005N01005,"Barbour County, AL",5,99999,Barbour County,Barbour County,27457,AL,40,0
0100799999,0100799999,840,613,726,1134,1250,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",7,99999,Bibb County,Bibb County,22915,AL,40,1
0100999999,0100999999,840,613,726,1134,1250,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",9,99999,Blount County,Blount County,57322,AL,40,1
0101199999,0101199999,569,451,454,829,985,1,NCNTY01011N01011,"Bullock County, AL",11,99999,Bullock County,Bullock County,10914,AL,40,0
0101399999,0101399999,569,422,425,800,831,1,NCNTY01013N01013,"Butler County, AL",13,99999,Butler County,Butler County,20947,AL,40,0
0101599999,0101599999,637,445,476,810,896,1,METRO11500M11500,"Anniston-Oxford-Jacksonville, AL MSA",15,99999,Calhoun County,Calhoun County,118572,AL,40,1
0101799999,0101799999,667,426,547,828,914,1,NCNTY01017N01017,"Chambers County, AL",17,99999,Chambers County,Chambers County,34215,AL,40,0
0101999999,0101999999,569,422,425,791,993,1,NCNTY01019N01019,"Cherokee County, AL",19,99999,Cherokee County,Cherokee County,25989,AL,40,0
0102199999,0102199999,569,430,487,829,993,1,METRO13820N01021,"Chilton County, AL HUD Metro FMR Area",21,99999,Chilton County,Chilton County,43643,AL,40,1
0102399999,0102399999,661,491,494,820,965,1,NCNTY01023N01023,"Choctaw County, AL",23,99999,Choctaw County,Choctaw County,13859,AL,40,0
0102599999,0102599999,569,468,492,800,922,1,NCNTY01025N01025,"Clarke County, AL",25,99999,Clarke County,Clarke County,25833,AL,40,0
0102799999,0102799999,569,439,460,806,831,1,NCNTY01027N01027,"Clay County, AL",27,99999,Clay County,Clay County,13932,AL,40,0
0102999999,0102999999,633,470,473,786,868,1,NCNTY01029N01029,"Cleburne County, AL",29,99999,Cleburne County,Cleburne County,14972,AL,40,0
0103199999,0103199999,584,461,463,849,969,1,NCNTY01031N01031,"Coffee County, AL",31,99999,Coffee County,Coffee County,49948,AL,40,0
0103399999,0103399999,619,477,481,804,975,1,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",33,99999,Colbert County,Colbert County,54428,AL,40,1
0103599999,0103599999,569,422,425,829,831,1,NCNTY01035N01035,"Conecuh County, AL",35,99999,Conecuh County,Conecuh County,13228,AL,40,0
0103799999,0103799999,579,444,447,780,794,1,NCNTY01037N01037,"Coosa County, AL",37,99999,Coosa County,Coosa County,11539,AL,40,0
0103999999,0103999999,569,422,425,758,993,1,NCNTY01039N01039,"Covington County, AL",39,99999,Covington County,Covington County,37765,AL,40,0
0104199999,0104199999,569,422,425,759,930,1,NCNTY01041N01041,"Crenshaw County, AL",41,99999,Crenshaw County,Crenshaw County,13906,AL,40,0
0104399999,0104399999,604,441,482,759,828,1,NCNTY01043N01043,"Cullman County, AL",43,99999,Cullman County,Cullman County,80406,AL,40,0
0104599999,0104599999,580,374,449,833,1013,1,NCNTY01045N01045,"Dale County, AL",45,99999,Dale County,Dale County,50251,AL,40,0
0104799999,0104799999,569,409,453,747,981,1,NCNTY01047N01047,"Dallas County, AL",47,99999,Dallas County,Dallas County,43820,AL,40,0
0104999999,0104999999,595,447,456,738,816,1,NCNTY01049N01049,"DeKalb County, AL",49,99999,DeKalb County,DeKalb County,71109,AL,40,0
0105199999,0105199999,788,565,647,1029,1336,1,METRO33860M33860,"Montgomery, AL MSA",51,99999,Elmore County,Elmore County,79303,AL,40,1
0105399999,0105399999,569,468,492,745,848,1,NCNTY01053N01053,"Escambia County, AL",53,99999,Escambia County,Escambia County,38319,AL,40,0
0105599999,0105599999,636,401,493,789,915,1,METRO23460M23460,"Gadsden, AL MSA",55,99999,Etowah County,Etowah County,104430,AL,40,1
0105799999,0105799999,569,461,490,807,831,1,NCNTY01057N01057,"Fayette County, AL",57,99999,Fayette County,Fayette County,17241,AL,40,0
0105999999,0105999999,569,450,453,706,831,1,NCNTY01059N01059,"Franklin County, AL",59,99999,Franklin County,Franklin County,31704,AL,40,0
0106199999,0106199999,647,491,501,869,1019,1,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",61,99999,Geneva County,Geneva County,26790,AL,40,1
0106399999,0106399999,569,451,454,829,831,1,NCNTY01063N01063,"Greene County, AL",63,99999,Greene County,Greene County,9045,AL,40,0
0106599999,0106599999,804,570,661,1027,1102,1,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",65,99999,Hale County,Hale County,15760,AL,40,1
0106799999,0106799999,580,451,461,751,1013,1,METRO20020N01067,"Henry County, AL HUD Metro FMR Area",67,99999,Henry County,Henry County,17302,AL,40,1
0106999999,0106999999,647,491,501,869,1019,1,METRO20020M20020,"Dothan, AL HUD Metro FMR Area",69,99999,Houston County,Houston County,101547,AL,40,1
0107199999,0107199999,571,462,468,709,887,1,NCNTY01071N01071,"Jackson County, AL",71,99999,Jackson County,Jackson County,53227,AL,40,0
0107399999,0107399999,840,613,726,1134,1250,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",73,99999,Jefferson County,Jefferson County,658466,AL,40,1
0107599999,0107599999,569,461,472,706,831,1,NCNTY01075N01075,"Lamar County, AL",75,99999,Lamar County,Lamar County,14564,AL,40,0
0107799999,0107799999,619,477,481,804,975,1,METRO22520M22520,"Florence-Muscle Shoals, AL MSA",77,99999,Lauderdale County,Lauderdale County,92709,AL,40,1
0107999999,0107999999,632,438,520,863,942,1,METRO19460M19460,"Decatur, AL MSA",79,99999,Lawrence County,Lawrence County,34339,AL,40,1
0108199999,0108199999,748,518,559,997,1248,1,METRO12220M12220,"Auburn-Opelika, AL MSA",81,99999,Lee County,Lee County,140247,AL,40,1
0108399999,0108399999,727,525,598,994,1212,1,METRO26620M26620,"Huntsville, AL MSA",83,99999,Limestone County,Limestone County,82782,AL,40,1
0108599999,0108599999,788,565,647,1029,1336,1,METRO33860M33860,"Montgomery, AL MSA",85,99999,Lowndes County,Lowndes County,11299,AL,40,1
0108799999,0108799999,569,422,425,829,938,1,NCNTY01087N01087,"Macon County, AL",87,99999,Macon County,Macon County,21452,AL,40,0
0108999999,0108999999,727,525,598,994,1212,1,METRO26620M26620,"Huntsville, AL MSA",89,99999,Madison County,Madison County,334811,AL,40,1
0109199999,0109199999,569,422,425,774,831,1,NCNTY01091N01091,"Marengo County, AL",91,99999,Marengo County,Marengo County,21027,AL,40,0
0109399999,0109399999,569,422,425,716,780,1,NCNTY01093N01093,"Marion County, AL",93,99999,Marion County,Marion County,30776,AL,40,0
0109599999,0109599999,579,430,433,791,794,1,NCNTY01095N01095,"Marshall County, AL",95,99999,Marshall County,Marshall County,93019,AL,40,0
0109799999,0109799999,788,649,656,1034,1164,1,METRO33660M33660,"Mobile, AL MSA",97,99999,Mobile County,Mobile County,412992,AL,40,1
0109999999,0109999999,569,448,451,829,993,1,NCNTY01099N01099,"Monroe County, AL",99,99999,Monroe County,Monroe County,23068,AL,40,0
0110199999,0110199999,788,565,647,1029,1336,1,METRO33860M33860,"Montgomery, AL MSA",101,99999,Montgomery County,Montgomery County,229363,AL,40,1
0110399999,0110399999,632,438,520,863,942,1,METRO19460M19460,"Decatur, AL MSA",103,99999,Morgan County,Morgan County,119490,AL,40,1
0110599999,0110599999,569,468,492,763,831,1,NCNTY01105N01105,"Perry County, AL",105,99999,Perry County,Perry County,10591,AL,40,0
0110799999,0110799999,569,403,425,707,780,1,METRO46220N01107,"Pickens County, AL HUD Metro FMR Area",107,99999,Pickens County,Pickens County,19746,AL,40,1
0110999999,0110999999,584,481,504,838,852,1,NCNTY01109N01109,"Pike County, AL",109,99999,Pike County,Pike County,32899,AL,40,0
0111199999,0111199999,569,434,437,757,789,1,NCNTY01111N01111,"Randolph County, AL",111,99999,Randolph County,Randolph County,22913,AL,40,0
0111399999,0111399999,777,593,658,1077,1357,1,METRO17980M17980,"Columbus, GA-AL MSA",113,99999,Russell County,Russell County,52947,AL,40,1
0111599999,0111599999,840,613,726,1134,1250,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",115,99999,St. Clair County,St. Clair County,83593,AL,40,1
0111799999,0111799999,840,613,726,1134,1250,1,METRO13820M13820,"Birmingham-Hoover, AL HUD Metro FMR Area",117,99999,Shelby County,Shelby County,195085,AL,40,1
0111999999,0111999999,686,555,560,851,940,1,NCNTY01119N01119,"Sumter County, AL",119,99999,Sumter County,Sumter County,13763,AL,40,0
0112199999,0112199999,569,422,425,797,814,1,NCNTY01121N01121,"Talladega County, AL",121,99999,Talladega County,Talladega County,82291,AL,40,0
0112399999,0112399999,569,461,468,825,915,1,NCNTY01123N01123,"Tallapoosa County, AL",123,99999,Tallapoosa County,Tallapoosa County,41616,AL,40,0
0112599999,0112599999,804,570,661,1027,1102,1,METRO46220M46220,"Tuscaloosa, AL HUD Metro FMR Area",125,99999,Tuscaloosa County,Tuscaloosa County,194656,AL,40,1
0112799999,0112799999,625,473,487,836,966,1,METRO13820N01127,"Walker County, AL HUD Metro FMR Area",127,99999,Walker County,Walker County,67023,AL,40,1
0112999999,0112999999,635,473,476,902,927,1,NCNTY01129N01129,"Washington County, AL",129,99999,Washington County,Washington County,17581,AL,40,0
0113199999,0113199999,569,451,454,808,831,1,NCNTY01131N01131,"Wilcox County, AL",131,99999,Wilcox County,Wilcox County,11670,AL,40,0
0113399999,0113399999,569,435,438,791,993,1,NCNTY01133N01133,"Winston County, AL",133,99999,Winston County,Winston County,24484,AL,40,0
0201399999,0201399999,916,662,791,1149,1256,2,NCNTY02013N02013,"Aleutians East Borough, AK",13,99999,Aleutians East Borough,Aleutians East Borough,3141,AK,40,0
0201699999,0201699999,1503,927,1153,1865,2318,2,NCNTY02016N02016,"Aleutians West Census Area, AK",16,99999,Aleutians West Census Area,Aleutians West Census Area,5561,AK,40,0
0202099999,0202099999,1292,882,1021,1883,2256,2,METRO11260M11260,"Anchorage, AK HUD Metro FMR Area",20,99999,Anchorage Municipality,Anchorage Municipality,291826,AK,40,1
0205099999,0205099999,1369,1020,1175,1699,1876,2,NCNTY02050N02050,"Bethel Census Area, AK",50,99999,Bethel Census Area,Bethel Census Area,17013,AK,40,0
0206099999,0206099999,1194,863,892,1513,1842,2,NCNTY02060N02060,"Bristol Bay Borough, AK",60,99999,Bristol Bay Borough,Bristol Bay Borough,997,AK,40,0
0206899999,0206899999,1090,788,861,1399,1681,2,NCNTY02068N02068,"Denali Borough, AK",68,99999,Denali Borough,Denali Borough,1826,AK,40,0
0207099999,0207099999,1092,790,926,1355,1684,2,NCNTY02070N02070,"Dillingham Census Area, AK",70,99999,Dillingham Census Area,Dillingham Census Area,4847,AK,40,0
0209099999,0209099999,1230,759,919,1793,1994,2,METRO21820M21820,"Fairbanks, AK MSA",90,99999,Fairbanks North Star Borough,Fairbanks North Star Borough,97581,AK,40,1
0210099999,0210099999,895,647,773,1149,1380,2,NCNTY02100N02100,"Haines Borough, AK",100,99999,Haines Borough,Haines Borough,2508,AK,40,0
0210599999,0210599999,786,485,621,1052,1077,2,NCNTY02105N02105,"Hoonah-Angoon Census Area, AK",105,99999,Hoonah-Angoon Census Area,Hoonah-Angoon Census Area,2150,AK,40,0
0211099999,0211099999,1313,813,981,1861,2025,2,NCNTY02110N02110,"Juneau City and Borough, AK",110,99999,Juneau City and Borough,Juneau City and Borough,31275,AK,40,0
0212299999,0212299999,996,788,793,1269,1674,2,NCNTY02122N02122,"Kenai Peninsula Borough, AK",122,99999,Kenai Peninsula Borough,Kenai Peninsula Borough,55400,AK,40,0
0213099999,0213099999,1193,736,949,1657,1972,2,NCNTY02130N02130,"Ketchikan Gateway Borough, AK",130,99999,Ketchikan Gateway Borough,Ketchikan Gateway Borough,13477,AK,40,0
0215099999,0215099999,958,743,828,1396,1558,2,NCNTY02150N02150,"Kodiak Island Borough, AK",150,99999,Kodiak Island Borough,Kodiak Island Borough,13592,AK,40,0
0216499999,0216499999,846,612,731,1066,1305,2,NCNTY02164N02164,"Lake and Peninsula Borough, AK",164,99999,Lake and Peninsula Borough,Lake and Peninsula Borough,1631,AK,40,0
0217099999,0217099999,1012,624,756,1475,1767,2,METRO11260N02170,"Matanuska-Susitna Borough, AK HUD Metro FMR Area",170,99999,Matanuska-Susitna Borough,Matanuska-Susitna Borough,88995,AK,40,1
0218099999,0218099999,1376,849,1086,1708,1886,2,NCNTY02180N02180,"Nome Census Area, AK",180,99999,Nome Census Area,Nome Census Area,9492,AK,40,0
0218599999,0218599999,885,658,765,1131,1545,2,NCNTY02185N02185,"North Slope Borough, AK",185,99999,North Slope Borough,North Slope Borough,9430,AK,40,0
0218899999,0218899999,1166,960,1007,1447,1598,2,NCNTY02188N02188,"Northwest Arctic Borough, AK",188,99999,Northwest Arctic Borough,Northwest Arctic Borough,7523,AK,40,0
0219599999,0219599999,1028,634,768,1276,1409,2,NCNTY02195N02195,"Petersburg Census Area, AK",195,99999,Petersburg Census Area,Petersburg Census Area,3815,AK,40,0
0219899999,0219899999,931,760,765,1155,1276,2,NCNTY02198N02198,"Prince of Wales-Hyder Census Area, AK",198,99999,Prince of Wales-Hyder Census Area,Prince of Wales-Hyder Census Area,5559,AK,40,0
0222099999,0222099999,1203,823,899,1656,1855,2,NCNTY02220N02220,"Sitka City and Borough, AK",220,99999,Sitka City and Borough,Sitka City and Borough,8881,AK,40,0
0223099999,0223099999,1250,904,955,1604,1928,2,NCNTY02230N02230,"Skagway Municipality, AK",230,99999,Skagway Municipality,Skagway Municipality,968,AK,40,0
0224099999,0224099999,1171,847,1012,1693,2044,2,NCNTY02240N02240,"Southeast Fairbanks Census Area, AK",240,99999,Southeast Fairbanks Census Area,Southeast Fairbanks Census Area,7029,AK,40,0
0226199999,0226199999,1139,845,851,1413,1757,2,NCNTY02261N02261,"Valdez-Cordova Census Area, AK",261,99999,Valdez-Cordova Census Area,Valdez-Cordova Census Area,9636,AK,40,0
0227099999,0227099999,883,639,697,1096,1210,2,NCNTY02270N02270,"Wade Hampton Census Area, AK",270,99999,Wade Hampton Census Area,Wade Hampton Census Area,7459,AK,40,0
0227599999,0227599999,856,619,640,1248,1320,2,NCNTY02275N02275,"Wrangell City and Borough, AK",275,99999,Wrangell City and Borough,Wrangell City and Borough,2369,AK,40,0
0228299999,0228299999,996,720,786,1249,1536,2,NCNTY02282N02282,"Yakutat City and Borough, AK",282,99999,Yakutat City and Borough,Yakutat City and Borough,662,AK,40,0
0229099999,0229099999,776,591,595,963,1197,2,NCNTY02290N02290,"Yukon-Koyukuk Census Area, AK",290,99999,Yukon-Koyukuk Census Area,Yukon-Koyukuk Census Area,5588,AK,40,0
0400199999,0400199999,865,552,700,1210,1481,4,NCNTY04001N04001,"Apache County, AZ",1,99999,Apache County,Apache County,71518,AZ,40,0
0400399999,0400399999,802,625,647,1117,1400,4,METRO43420M43420,"Sierra Vista-Douglas, AZ MSA",3,99999,Cochise County,Cochise County,131346,AZ,40,1
0400599999,0400599999,1135,761,909,1408,1687,4,METRO22380M22380,"Flagstaff, AZ MSA",5,99999,Coconino County,Coconino County,134421,AZ,40,1
0400799999,0400799999,823,636,640,1124,1128,4,NCNTY04007N04007,"Gila County, AZ",7,99999,Gila County,Gila County,53597,AZ,40,0
0400999999,0400999999,757,467,650,1091,1095,4,NCNTY04009N04009,"Graham County, AZ",9,99999,Graham County,Graham County,37220,AZ,40,0
0401199999,0401199999,674,507,578,836,1033,4,NCNTY04011N04011,"Greenlee County, AZ",11,99999,Greenlee County,Greenlee County,8437,AZ,40,0
0401299999,0401299999,710,527,530,881,1240,4,NCNTY04012N04012,"La Paz County, AZ",12,99999,La Paz County,La Paz County,20489,AZ,40,0
0401399999,0401399999,914,596,735,1332,1558,4,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",13,99999,Maricopa County,Maricopa County,3817117,AZ,40,1
0401599999,0401599999,754,505,592,1081,1183,4,METRO29420M29420,"Lake Havasu City-Kingman, AZ MSA",15,99999,Mohave County,Mohave County,200186,AZ,40,1
0401799999,0401799999,763,609,613,1031,1181,4,NCNTY04017N04017,"Navajo County, AZ",17,99999,Navajo County,Navajo County,107449,AZ,40,0
0401999999,0401999999,862,532,644,1256,1480,4,METRO46060M46060,"Tucson, AZ MSA",19,99999,Pima County,Pima County,980263,AZ,40,1
0402199999,0402199999,914,596,735,1332,1558,4,METRO38060M38060,"Phoenix-Mesa-Scottsdale, AZ MSA",21,99999,Pinal County,Pinal County,375770,AZ,40,1
0402399999,0402399999,699,519,522,952,1110,4,NCNTY04023N04023,"Santa Cruz County, AZ",23,99999,Santa Cruz County,Santa Cruz County,47420,AZ,40,0
0402599999,0402599999,838,660,664,1221,1279,4,METRO39140M39140,"Prescott, AZ MSA",25,99999,Yavapai County,Yavapai County,211033,AZ,40,1
0402799999,0402799999,822,610,614,1198,1425,4,METRO49740M49740,"Yuma, AZ MSA",27,99999,Yuma County,Yuma County,195751,AZ,40,1
0500199999,0500199999,622,489,525,804,881,5,NCNTY05001N05001,"Arkansas County, AR",1,99999,Arkansas County,Arkansas County,19019,AR,40,0
0500399999,0500399999,617,485,516,836,846,5,NCNTY05003N05003,"Ashley County, AR",3,99999,Ashley County,Ashley County,21853,AR,40,0
0500599999,0500599999,643,477,480,884,1054,5,NCNTY05005N05005,"Baxter County, AR",5,99999,Baxter County,Baxter County,41513,AR,40,0
0500799999,0500799999,709,518,548,1030,1238,5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",7,99999,Benton County,Benton County,221339,AR,40,1
0500999999,0500999999,619,459,462,883,1081,5,NCNTY05009N05009,"Boone County, AR",9,99999,Boone County,Boone County,36903,AR,40,0
0501199999,0501199999,649,450,485,807,890,5,NCNTY05011N05011,"Bradley County, AR",11,99999,Bradley County,Bradley County,11508,AR,40,0
0501399999,0501399999,623,490,491,784,905,5,NCNTY05013N05013,"Calhoun County, AR",13,99999,Calhoun County,Calhoun County,5368,AR,40,0
0501599999,0501599999,620,510,511,810,850,5,NCNTY05015N05015,"Carroll County, AR",15,99999,Carroll County,Carroll County,27446,AR,40,0
0501799999,0501799999,617,485,497,899,1077,5,NCNTY05017N05017,"Chicot County, AR",17,99999,Chicot County,Chicot County,11800,AR,40,0
0501999999,0501999999,617,458,461,852,947,5,NCNTY05019N05019,"Clark County, AR",19,99999,Clark County,Clark County,22995,AR,40,0
0502199999,0502199999,617,458,461,899,977,5,NCNTY05021N05021,"Clay County, AR",21,99999,Clay County,Clay County,16083,AR,40,0
0502399999,0502399999,617,458,461,899,933,5,NCNTY05023N05023,"Cleburne County, AR",23,99999,Cleburne County,Cleburne County,25970,AR,40,0
0502599999,0502599999,651,402,497,808,985,5,METRO38220M38220,"Pine Bluff, AR MSA",25,99999,Cleveland County,Cleveland County,8689,AR,40,1
0502799999,0502799999,617,485,515,899,957,5,NCNTY05027N05027,"Columbia County, AR",27,99999,Columbia County,Columbia County,24552,AR,40,0
0502999999,0502999999,719,470,537,892,1175,5,NCNTY05029N05029,"Conway County, AR",29,99999,Conway County,Conway County,21273,AR,40,0
0503199999,0503199999,647,399,526,884,887,5,METRO27860MM3700,"Jonesboro, AR HUD Metro FMR Area",31,99999,Craighead County,Craighead County,96443,AR,40,1
0503399999,0503399999,658,489,492,878,1058,5,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",33,99999,Crawford County,Crawford County,61948,AR,40,1
0503599999,0503599999,827,602,700,1128,1309,5,METRO32820M32820,"Memphis, TN-MS-AR HUD Metro FMR Area",35,99999,Crittenden County,Crittenden County,50902,AR,40,1
0503799999,0503799999,660,490,493,854,968,5,NCNTY05037N05037,"Cross County, AR",37,99999,Cross County,Cross County,17870,AR,40,0
0503999999,0503999999,617,485,485,891,896,5,NCNTY05039N05039,"Dallas County, AR",39,99999,Dallas County,Dallas County,8116,AR,40,0
0504199999,0504199999,617,460,463,855,896,5,NCNTY05041N05041,"Desha County, AR",41,99999,Desha County,Desha County,13008,AR,40,0
0504399999,0504399999,617,458,461,829,849,5,NCNTY05043N05043,"Drew County, AR",43,99999,Drew County,Drew County,18509,AR,40,0
0504599999,0504599999,768,526,633,1044,1222,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",45,99999,Faulkner County,Faulkner County,113237,AR,40,1
0504799999,0504799999,627,465,468,778,910,5,NCNTY05047N05047,"Franklin County, AR",47,99999,Franklin County,Franklin County,18125,AR,40,0
0504999999,0504999999,617,458,461,820,896,5,NCNTY05049N05049,"Fulton County, AR",49,99999,Fulton County,Fulton County,12245,AR,40,0
0505199999,0505199999,740,456,553,936,1122,5,METRO26300M26300,"Hot Springs, AR MSA",51,99999,Garland County,Garland County,96024,AR,40,1
0505399999,0505399999,617,454,533,899,1077,5,METRO30780N05053,"Grant County, AR HUD Metro FMR Area",53,99999,Grant County,Grant County,17853,AR,40,1
0505599999,0505599999,650,401,530,837,1067,5,NCNTY05055N05055,"Greene County, AR",55,99999,Greene County,Greene County,42090,AR,40,0
0505799999,0505799999,620,487,502,838,861,5,NCNTY05057N05057,"Hempstead County, AR",57,99999,Hempstead County,Hempstead County,22609,AR,40,0
0505999999,0505999999,620,487,536,809,926,5,NCNTY05059N05059,"Hot Spring County, AR",59,99999,Hot Spring County,Hot Spring County,32923,AR,40,0
0506199999,0506199999,617,385,461,798,979,5,NCNTY05061N05061,"Howard County, AR",61,99999,Howard County,Howard County,13789,AR,40,0
0506399999,0506399999,623,462,465,783,941,5,NCNTY05063N05063,"Independence County, AR",63,99999,Independence County,Independence County,36647,AR,40,0
0506599999,0506599999,617,381,499,816,935,5,NCNTY05065N05065,"Izard County, AR",65,99999,Izard County,Izard County,13696,AR,40,0
0506799999,0506799999,617,381,461,810,971,5,NCNTY05067N05067,"Jackson County, AR",67,99999,Jackson County,Jackson County,17997,AR,40,0
0506999999,0506999999,651,402,497,808,985,5,METRO38220M38220,"Pine Bluff, AR MSA",69,99999,Jefferson County,Jefferson County,77435,AR,40,1
0507199999,0507199999,617,458,461,769,846,5,NCNTY05071N05071,"Johnson County, AR",71,99999,Johnson County,Johnson County,25540,AR,40,0
0507399999,0507399999,617,458,461,790,890,5,NCNTY05073N05073,"Lafayette County, AR",73,99999,Lafayette County,Lafayette County,7645,AR,40,0
0507599999,0507599999,617,460,463,827,863,5,NCNTY05075N05075,"Lawrence County, AR",75,99999,Lawrence County,Lawrence County,17415,AR,40,0
0507799999,0507799999,617,458,461,766,860,5,NCNTY05077N05077,"Lee County, AR",77,99999,Lee County,Lee County,10424,AR,40,0
0507999999,0507999999,651,402,497,808,985,5,METRO38220M38220,"Pine Bluff, AR MSA",79,99999,Lincoln County,Lincoln County,14134,AR,40,1
0508199999,0508199999,617,458,461,766,1077,5,METRO45500N05081,"Little River County, AR HUD Metro FMR Area",81,99999,Little River County,Little River County,13171,AR,40,1
0508399999,0508399999,617,428,461,870,992,5,NCNTY05083N05083,"Logan County, AR",83,99999,Logan County,Logan County,22353,AR,40,0
0508599999,0508599999,768,526,633,1044,1222,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",85,99999,Lonoke County,Lonoke County,68356,AR,40,1
0508799999,0508799999,709,518,548,1030,1238,5,METRO22220M22220,"Fayetteville-Springdale-Rogers, AR HUD Metro FMR Area",87,99999,Madison County,Madison County,15717,AR,40,1
0508999999,0508999999,617,458,461,799,979,5,NCNTY05089N05089,"Marion County, AR",89,99999,Marion County,Marion County,16653,AR,40,0
0509199999,0509199999,712,446,563,893,976,5,METRO45500M45500,"Texarkana, TX-Texarkana, AR HUD Metro FMR Area",91,99999,Miller County,Miller County,43462,AR,40,1
0509399999,0509399999,640,436,478,830,877,5,NCNTY05093N05093,"Mississippi County, AR",93,99999,Mississippi County,Mississippi County,46480,AR,40,0
0509599999,0509599999,617,458,461,803,1077,5,NCNTY05095N05095,"Monroe County, AR",95,99999,Monroe County,Monroe County,8149,AR,40,0
0509799999,0509799999,617,458,461,766,896,5,NCNTY05097N05097,"Montgomery County, AR",97,99999,Montgomery County,Montgomery County,9487,AR,40,0
0509999999,0509999999,617,458,461,809,878,5,NCNTY05099N05099,"Nevada County, AR",99,99999,Nevada County,Nevada County,8997,AR,40,0
0510199999,0510199999,617,458,461,774,896,5,NCNTY05101N05101,"Newton County, AR",101,99999,Newton County,Newton County,8330,AR,40,0
0510399999,0510399999,617,508,533,826,1019,5,NCNTY05103N05103,"Ouachita County, AR",103,99999,Ouachita County,Ouachita County,26120,AR,40,0
0510599999,0510599999,768,526,633,1044,1222,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",105,99999,Perry County,Perry County,10445,AR,40,1
0510799999,0510799999,617,458,461,899,1077,5,NCNTY05107N05107,"Phillips County, AR",107,99999,Phillips County,Phillips County,21757,AR,40,0
0510999999,0510999999,617,508,533,766,846,5,NCNTY05109N05109,"Pike County, AR",109,99999,Pike County,Pike County,11291,AR,40,0
0511199999,0511199999,617,502,505,849,1019,5,METRO27860N05111,"Poinsett County, AR HUD Metro FMR Area",111,99999,Poinsett County,Poinsett County,24583,AR,40,1
0511399999,0511399999,617,458,461,811,897,5,NCNTY05113N05113,"Polk County, AR",113,99999,Polk County,Polk County,20662,AR,40,0
0511599999,0511599999,644,485,488,910,1124,5,NCNTY05115N05115,"Pope County, AR",115,99999,Pope County,Pope County,61754,AR,40,0
0511799999,0511799999,617,475,478,899,1077,5,NCNTY05117N05117,"Prairie County, AR",117,99999,Prairie County,Prairie County,8715,AR,40,0
0511999999,0511999999,768,526,633,1044,1222,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",119,99999,Pulaski County,Pulaski County,382748,AR,40,1
0512199999,0512199999,617,458,461,766,896,5,NCNTY05121N05121,"Randolph County, AR",121,99999,Randolph County,Randolph County,17969,AR,40,0
0512399999,0512399999,617,485,522,899,1077,5,NCNTY05123N05123,"St. Francis County, AR",123,99999,St. Francis County,St. Francis County,28258,AR,40,0
0512599999,0512599999,768,526,633,1044,1222,5,METRO30780M30780,"Little Rock-North Little Rock-Conway, AR HUD Metro FMR Area",125,99999,Saline County,Saline County,107118,AR,40,1
0512799999,0512799999,617,458,461,773,896,5,NCNTY05127N05127,"Scott County, AR",127,99999,Scott County,Scott County,11233,AR,40,0
0512999999,0512999999,617,485,510,810,896,5,NCNTY05129N05129,"Searcy County, AR",129,99999,Searcy County,Searcy County,8195,AR,40,0
0513199999,0513199999,658,489,492,878,1058,5,METRO22900M22900,"Fort Smith, AR-OK HUD Metro FMR Area",131,99999,Sebastian County,Sebastian County,125744,AR,40,1
0513399999,0513399999,617,458,461,766,846,5,NCNTY05133N05133,"Sevier County, AR",133,99999,Sevier County,Sevier County,17058,AR,40,0
0513599999,0513599999,617,381,461,859,896,5,NCNTY05135N05135,"Sharp County, AR",135,99999,Sharp County,Sharp County,17264,AR,40,0
0513799999,0513799999,617,458,461,771,896,5,NCNTY05137N05137,"Stone County, AR",137,99999,Stone County,Stone County,12394,AR,40,0
0513999999,0513999999,644,484,487,799,912,5,NCNTY05139N05139,"Union County, AR",139,99999,Union County,Union County,41639,AR,40,0
0514199999,0514199999,617,458,461,883,886,5,NCNTY05141N05141,"Van Buren County, AR",141,99999,Van Buren County,Van Buren County,17295,AR,40,0
